diagram,size,alternatives,xheight,colours,text
p650x1_document,,,x,"BACKGROUND ---------- YELLOW LEGEND & BORDER ------- BLACK ROUNDEL SYMBOL --------- RED ROUNDEL BACKGROUND --- BLUE 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTH","Drawing No. P 650.1 Related Drawing P 642 1.5 6.5 6.5 2* 1.5 20 min _ 40 max. sett P650x1 *This dimension is reduced to zero when time period is varied to ‘at any time’ © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 2. The tile outlines do not form part of the signs. 3. The roundel is proportional to the one shown on drawing P 642. 4. COLOURS : Background —----—-—-— YELLOW Legend & Border -—-—-—— BLACK Roundel symbol -—---—-—— RED Roundel background ——— BLUE 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) 6. See section 12 in Chapter 7 of the Traffic Signs Manual for further details of time plate design. No stopping Ti pm Q Before using this drawing, confirm that it has not been superseded. Department for Transport Title: Regulatory Signs PROHIBITION ON STOPPING OTHER THAN VEHICLES INDICATED Issue: A: B: Cc: Date: 22.7.94 2.12.03 Drawn by: Dimensions: Drawing No. SP. SEE Approved by:| NOTE 5 P 650.1 R.M. "
p640x2a_document,,,x,"BACKGROUND LEGEND, ARROW & BORDER --- BLACK ROUNDEL & BAR ROUNDEL BACKGROUND - - BLUE LORRY SYMBOL ---- - BLACK 5T IN LORRY ----------- WHITE 6. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIME","Drawing No. Related drawings Before using this drawing, confirm centralised ¢ on lorry 20 min ) 640.2A pheet P 636 & S 32 that it has not been superseded. sf Ty] el St | (Oe 4 || © ° Ss i Mon - Pri 1 Orc PEGE a ss 6s ST || Miidnight- 7 am Fe ' rey 8 pm - Midnight Sat & Sun At any tine eS 1.5r VA i oe _ I Rot 40 max a *When legend © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 2. The tile outlines do not form part of the sign. 3. The roundel is proportional to the one shown on drawing P 636. 4. Lorry symbol details are given on drawing S 32. 5. COLOURS : Background Legend, Arrow & Border -—— BLACK Roundel & Bar Roundel background — — BLUE Lorry symbol —-—— — BLACK 5t in lorry ----------- WHITE 6. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) 7. See sheet 2 for variants. See section 12 in Chapter 7 of the Traffic Signs Manual for further details of time plate design. pm - Midnight 2.5 asin At any tine 2.5% 2.5"" with oF sign P640x2A-1 Department fo Title: Regulatory Sign Issue: Date: Drawn by : Dimensions : | Drawing No. WAITING RESTRICTIONS At 217.94) SP. SEE P 640.2A Transport | for-cooos venicurs | Sree mest] votes | Seat "
p637x2_document,,,x,BACKGROUND (NO WAITING PANEL) --- YELLOW BACKGROUND (NO LOADING PANEL) --- WHITE 38 LEGENDS & BORDERS ---------- BLACK ROUNDEL & BAR --~----------- RED } ¢ ROUNDEL BACKGROUND ---------- BLUE 14 4 5. D,"Drawing No. Related Drawing | Before using this drawing, confirm © CROWN COPYRIGHT >) 637 2 P 636 that it has not been superseded. . NOTES: 1. The legend is from the Transport Heavy alphabet at the Sheet 1 of 2 kK 15 2.5 aa I aa ke 2.5 x-height shown. -j+— 2. The dimensions of the roundel are proportional to those 25 shown on drawing P 636. : a ern - aa Pedestrian Zone 25 x-ht 3. The tile outlines do not form part of the signs. : = : : 4. COLOURS : Background (No waiting panel) --- YELLOW Background (No loading panel) --— WHITE 38 Legends & Borders —--------- BLACK Roundel & Bar --~----------— RED } ¢ Roundel background ---------— BLUE 14 4 5. DIMENSIONS : x—height is in millimetres, other dimensions t 4 are in stroke widths. (4sw = x—height) = = = Ff 6. See sheet 2 for other variants. > 25 20 dia =] 2.5 be +|o5 min min min Pedestrian | i 4, 2.5 : . pone ge i] as No loacing 15 gk ey Loonie B 63.5 —_ ce pg: Mon Fri nm _ = _ it wok m= 8 Pm \t any Je dk i §=6 CINE 1.5 1.5 ‘us dimensi X —— /. P637x2-1 Issue C : Corner radius dimension added Title: Regulatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Department for A: 20704) SP. Ti t PEDESTRIAN ZONE SEE P 637.2 ranspor B: 4.7.03 | Approved by : NOTE 5 . WAITING and LOADING PROHIBITION C: 8.7.05 RM. Sheet 1 of 2 "
p637x1_document,,,x,"BACKGROUND ---------------- YELLOW LEGENDS, ARROW & BORDER --- BLACK ROUNDEL & BAR ---------- RED ROUNDEL BACKGROUND ------- BLUE DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, ALL OTHER DIMENSIONS ARE I","Drawing No. Related Drawing P 637.1 |_P 636 Before using this drawing, confirm that it has not been superseded. VARIANTS P637x1 4 f NOTES: 1. © CROWN COPYRIGHT The legend is from the Transport Heavy alphabet at the x—heights shown. The roundel is proportional to the one shown on drawing P 636. The tile outlines do not form part of the signs. COLOURS : Background —----—-—--—----— YELLOW Legends, Arrow & Border —-— BLACK Roundel & Bar ---------— RED Roundel background -—----— BLUE DIMENSIONS : x—heights are in millimetres, all other dimensions are in stroke widths. (4sw = x—ht) 2 1.5 2.5 bho -— 16 —=| Department for Transport Title: Regulatory Signs NO WAITING AT ANY TIME ON VERGE OR FOOTWAY Issue: A: B: Cc: Date: 20.7.94 2.8.95 18.12.03 Drawn by: Dimensions: S.P. SEE Approved by: NOTE 5 R.M. Drawing No. P 637.1 "
p637x1,,,x,"BACKGROUND ----------------- YELLOW LEGENDS, ARROW & BORDER --- BLACK ROUNDEL & BAR ---------- RED ROUNDEL BACKGROUND ------- BLUE DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, ALL OTHER DIMENSIONS ARE","Drawing No. Related Drawing P 637.1 |_P 636 Before using this drawing, confirm that it has not been superseded. VARIANTS P637x1 4 f NOTES: 1. © CROWN COPYRIGHT The legend is from the Transport Heavy alphabet at the x—heights shown. The roundel is proportional to the one shown on drawing P 636. The tile outlines do not form part of the signs. COLOURS : Background —--—--—-—--—----— YELLOW Legends, Arrow & Border —-— BLACK Roundel & Bar ---------— RED Roundel background -—----— BLUE DIMENSIONS : x—heights are in millimetres, all other dimensions are in stroke widths. (4sw = x—ht) 2 1.5 2.5 bho -— 16 —=| Department for Transport Title: Regulatory Signs NO WAITING AT ANY TIME ON VERGE OR FOOTWAY Issue: A: B: Cc: Date: 20.7.94 2.8.95 18.12.03 Drawn by: Dimensions: S.P. SEE Approved by: NOTE 5 R.M. Drawing No. P 637.1 "
p640x3,,,x,BACKGROUND © CROWN COPYRIGHT THE LEGEND IS FROM THE TRANSPORT HEAVY ALPHABET AT THE X-HEIGHTS SHOWN. . THE DIMENSIONS OF THE ROUNDEL ARE PROPORTIONAL TO THOSE SHOWN ON DRAWING P 636. . THE TILE O,"Drawing No. Related Drawing P 640.3] P 656 2.5 sw at 50mm x-height tee oe Loading area sie er 62.5 34.5 P640x3 50 x-ht AO x-ht NO 1.5 hb Hh + NOTES: 1. . COLOURS : Background © CROWN COPYRIGHT The legend is from the Transport Heavy alphabet at the x—heights shown. . The dimensions of the roundel are proportional to those shown on drawing P 636. . The tile outlines do not form part of the sign. Legend & Border — Roundel & Bar —--- Roundel Background -—-—— BLUE . DIMENSIONS : x—heights are in millimetres, all other dimensions are in stroke widths based on 40mm x-height (50mm x—height where indicated). (4sw = x—height) . See section 12 in Chapter 7 of the Traffic Signs Manual for further details of time plate design. Except by lb Before using this drawing, confirm that it has not been superseded. Title: i Department for itle Regulatory Sign Transport ENTRANCE TO OFF—HIGHWAY LOADING AREA WITH WAITING RESTRICTIONS A: B: Cc: Issue: Date: 21.7.94 28.7.04 S.P. R.M. Drawn by: Dimensions: Drawing No. Approved by: NOTE 5 P 640.3 "
p640x4,,,x,"BACKGROUND --------- YELLOW R + LEGEND & BORDER - - BLACK ~ 2.5 ROUNDEL & BAR -------- RED [E T 7 ROUNDEL BACKGROUND --- BLUE =| |= XCEIP Y- 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, ALL OTHER IE","Drawing No. Related Drawing © CROWN COPYRIGHT P 640.4| FP 636 NOTES: 1. The legend is from the Transport Heavy alphabet at the x—height shown. 2. The dimensions of the roundel are proportional to those shown on drawing P 636. 25 3. The tile outlines do not form part of the sign. ge co a 4. COLOURS : Background --------- YELLOW r + Legend & Border — — BLACK ~ 2.5 Roundel & Bar -—-----— RED [E t 7 Roundel Background --— BLUE =| |= XCEIP y- 5. DIMENSIONS : x—heights are in millimetres, all other ie dimensions are in stroke widths. (4sw = x—height) TT 40 x-ht 6. See section 12 in Chapter 7 of the Traffic Signs : Manual for further details of time plate design. 50 _vehle es ||, + 2 4, Before using this drawing, confirm P640x4 that it has not been superseded. Department for Title: Regulatory Sign ‘seve: nee err by: Dimensions: Drawing No. Trans ort OFF—HIGHWAY LOADING AREA : “ _ SEE P B: 28.7.04 | Approved by: NOTE 5 A . A WITH WAITING RESTRICTIONS Cc: R.M. "
p640x4,,,x,"BACKGROUND --------- YELLOW R + LEGEND & BORDER - - BLACK ~ 2.5 ROUNDEL & BAR -------- RED [E T 7 ROUNDEL BACKGROUND --- BLUE =| |= XCEIP Y- 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, ALL OTHER IE","Drawing No. Related Drawing © CROWN COPYRIGHT P 640.4| FP 636 NOTES: 1. The legend is from the Transport Heavy alphabet at the x—height shown. 2. The dimensions of the roundel are proportional to those shown on drawing P 636. 25 3. The tile outlines do not form part of the sign. ge co a 4. COLOURS : Background --------- YELLOW r + Legend & Border — — BLACK ~ 2.5 Roundel & Bar -—-----— RED [E t 7 Roundel Background --— BLUE =| |= XCEIP y- 5. DIMENSIONS : x—heights are in millimetres, all other ie dimensions are in stroke widths. (4sw = x—height) TT 40 x-ht 6. See section 12 in Chapter 7 of the Traffic Signs : Manual for further details of time plate design. 50 _vehle es ||, + 2 4, Before using this drawing, confirm P640x4 that it has not been superseded. Department for Title: Regulatory Sign ‘seve: nee err by: Dimensions: Drawing No. Trans ort OFF—HIGHWAY LOADING AREA : “ _ SEE P B: 28.7.04 | Approved by: NOTE 5 A . A WITH WAITING RESTRICTIONS Cc: R.M. "
p642x3,,,x,"BACKGROUND -------- YELLOW LEGEND & BORDER ---- BLACK ROUNDEL AND BARS ---- RED 4 (K ~ ROUNDEL BACKGROUND --- BLUE 6.5 1.5R € (SS) 5. DIMENSIONS : X-HEIGHTS ARE IN ""DOW OTHER ) TL A -_ DIMENSIONS ARE","Drawing No. Related P 642.3 |_P 642 Drawing © CROWN COPYRIGHT NOTES:— 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 2. The tile outlines do not form part of the sign. 3. The roundel is proportional to the one shown on drawing P 642. 2.5 8 dia 1.5 > — -— 4. COLOURS : Background -------- YELLOW Legend & Border —--— BLACK Roundel and Bars ———— RED 4 (K ~ Roundel background -—— BLUE 6.5 1.5r € (SS) 5. DIMENSIONS : x—heights are in ""dow other ) TL a —_ dimensions are in stroke widths. (4sw = x—height 6.5 ES 37.5 x-ht 42.5 4 cas 'T (50) 1.5 ! — w, Before using this drawing, confirm P642x3 that it has not been superseded. Department for Title: Regulatory Sign Issue: Date: | Drawn by: Dimensions: Drawing No. Transport NO STOPPING 101208] owes] oes | P 642.3 : 12. pproved by: EXCEPT IN EMERGENCY c: RM. Nore © . "
p642x2a,,,x,"BACKGROUND -------- YELLOW *(3 MIN) *, 10 DIA ,* LEGENDS & BORDER --- BLACK | = ROUNDEL AND BARS ---- RED 1 ROUNDEL BACKGROUND --- BLUE 3 . DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS","Drawing No. Related Drawing Before using this drawing, confirm P 642.9A P 642 that it has not been superseded. © CROWN COPYRIGHT NOTES:— 1. The legend is from the Transport Heavy alphabet at the x—heights shown. . The tile outlines do not form part of the signs. . The roundel is proportional to the one shown on drawing P 642. A . COLOURS : Background -—-----— YELLOW *(3 min) *, 10 dia ,* Legends & Border —-— BLACK | = Roundel and Bars -——— RED 1 Roundel background -—— BLUE 3 . DIMENSIONS : x—heights are in millimetres, other dimensions are 7 in stroke widths based on the 40mm x-—height. (4sw = x—height) . See section 12 in Chapter 7 of the Traffic signs Manual for further details of time plate design. L sm ie 4h as # poplies when 3 4+ +) time period determines the Tr (SO t width of the sign _ zxS 1 3 1 40 x—ht No 1 - : £ fo} : 7 Deeeledes lect ecu es 18 MAPCINgGs 7 ) | 1.5 VARIANT P642x2A Department for Title: Regulatory Signs issues nae ow by: Dimensions: Drawing No. . “ i SEE Transport NO STOPPING ON 3: ENTRANCE MARKINGS c: Approved by: NOTE 5 P 6 4? . 2 A R.M. "
p660x3,,,x,"BACKGROUND ------- WHITE - X-HT LEGEND & BORDER --- BLACK 40 MAX ‘P” SYMBOL ----~-- WHITE 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HT) 6. SEE DRA","Drawing No. Related Drawings Before using this drawing, confirm © CROWN COPYRIGHT Pp 660 3 S 43 & P 660 that it has not been superseded. NOTES: 1. The legend is from the Transport Heavy alphabet at 25 the x—heights shown. Pc 2. Details of the ‘P’ symbol are given on drawing S 43. 3. The tile outlines do not form part of the sign. legend 20 min 4. COLOURS : Background -—----— WHITE — x-ht Legend & Border ——— BLACK 40 max ‘P” symbol ----~-— WHITE 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—ht) 6. See drawing P 660 for details of variants including the addition of an arrow and time period. Equal Equal 1.8 oe i Ls tt} bo, ae VARIANT SHOWING NAME | | I | Tr OF TRAFFIC AUTHORITY Tile width is increased y 1 to 20sw when third cn NOTE : The x—height may character added i be smaller than that for 1s the main legend. TYPICAL CODE IDENTIFIERS NOTE : The characters shown are from the Transport Medium alphabet. The characters and the tiles may be varied in size and may be in any contrasting colours. P660x3 Title: Regulatory Sign Issue: Date: | Drawn by: Dimensions: Drawing No. Department for RESIDENT PERMIT HOLDERS PARKING| 4! 22794| SP SE Transport 8: 249.04| asproved by: P WITH CODE TILES .. mrowity:! noes | P 660.5 "
p660x6,,,x,BACKGROUND ------- WHITE LEGEND & BORDER --- BLACK | ‘P’ SYMBOL -------- WHITE 'P’ TILE ---------- BLUE 4 : I A AS THE PERMIT CODE CHARACTER AND TILE L MON A SAT MAY BE IN ANY CONTRASTING COLOURS. - ;,"Drawing No. Related Drawings Before using this drawing, confirm © CROWN COPYRIGHT Pp 660 6 S 43 & P 660.3 that it has not been superseded. . NOTES: 1. The legend is from the Transport Heavy alphabet at Sheet 1 of 5 25 25 the x—heights shown. The permit code character, as . . shown, is from the Transport Medium alphabet. -— 20 —| 1 at a a at 2. The tile outlines do not form part of the signs. TK )\ = 2.5 3. Details of the ‘P’ symbol are given on drawing S 43 1.5r and permit codes on drawing P 660.3. 20 4. COLOURS : Background ------— WHITE Legend & Border —-— BLACK | ‘P’ symbol -------— WHITE 'P’ tile —--------- BLUE 4 : i A as The permit code character and tile L Mon a Sat may be in any contrasting colours. — ; E 5. DIMENSIONS : x—heights are in millimetres, other 4 180 ain a 6,30 [ona 4 dimensions are in stroke widths. (4sw = x—height) 4.5 . 3 6. For other designs see sheets 2 to 5. See section 12 : pees 6 ypyreqerey in Chapter 7 of the Traffic Signs Manual for further i Pernmnriit nolcers /A\ 10 details of time plate design. Or 4 sie ik L ©) mins + os 7.30 am=- 6.30 pm || , . oeprr 5 2 N oe “cht t Resident T | cereale ggg tego teppei nes © return 18 min permit holders fet AO! 6 : 40 max See eee Nodatenndaneinatone i|| Wien HY nuns or tk 25-4 be +e 15 P660x6—1 Department for Title: Regulatory Signs ‘seve’ tenes ow by: Dimensions: Drawing No. Transport SHARED USE PARKING WITH B: _ A ; ‘ed > SEE P 66 O fe) : rove : . UNCHARGED LIMITED WAITING co: | NOTE 5 Sheet 1 of 5 "
p660x7,,,x,"BACKGROUND ------------ WHITE AR AR : TTT TTT MON - SAT 7 7 LEGEND, ARROWS & BORDER --- BLACK JAM: 7 PM A TAM - PHN 4 THE PERMIT CODE CHARACTER AND TILE I 1.5 MAY BE IN ANY CONTRASTING COLOURS. > 8 4","Drawing No. Related Drawings Before using this drawing, confirm © CROWN COPYRIGHT Pp 660 7 S 43 & P 660.3 that it has not been superseded. . NOTES: 1. The legend is from the Transport Heavy alphabet at Sheet 1 of 5 the x—heights shown. The permit code character, as shown, is from the Transport Medium alphabet. 2. The tile outlines do not form part of the signs. Equal Equal to 2.5 min arrow 2.5 min 3. Details of the ‘P’ symbol are given on drawing S 43 d permit codes on drawing P 660.3. + +} — 204 i fh 16-4 al an 1.5 1.5 4 25 4. COLOURS : Background ------------ WHITE ar ar : TTT TTT Mon - Sat 7 7 Legend, Arrows & Border —-— BLACK Jam: 7 pm a Tam - phn 4 The permit code character and tile I 1.5 may be in any contrasting colours. > 8 4 ---=--------- 25 5. DIMENSIONS : x—heights are in millimetres, other specs seca appeeee a : ” dimensions are in stroke widths. (4sw = x—height) T i 4 Pernltc holders A 6. For other designs see sheets 2 to 5. See section 12 28 pert TT 2 in Chapter 7 of the Traffic Signs Manual for further dE Or details of time plate design. ‘©: tT] Pay at machine | , ane —>) Te 2.5 4.5 ‘©: ‘©: , || Display ticket |‘ 20 $! 1 || Max stay 2 hours ||a5min 1 oa 1.5 NS - — - 40 max BY, el: FREY i f ae Ae ' | Permit holders 2.5 2.5 alk 2.5 P660x7—1 Department for Title: Regulatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Transport SHARED USE PARKING WITH Bo | posed b SEE P 660.7 : pprove: ys . PAID LIMITED WAITING o: me NOTES | Sheet 1 of 5 "
