code,name,family,file,size,diagram,notes
639TL,Waiting prohibited except for loading and unloading during the times and in the direction indicated,On-Street Parking,WAITING_PROHIBITED_EXCEPT_FOR_LOADING_AND_UNLOADING_DURING_THE_TIMES_A_639TL.svg,2770x1880 mm,639.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 4 stroked path(s) outlined with Inkscape"
639NA,Waiting prohibited except for loading and unloading during the period indicated,On-Street Parking,WAITING_PROHIBITED_EXCEPT_FOR_LOADING_AND_UNLOADING_DURING_THE_PERIOD__639NA.svg,2750x1090 mm,639.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 2 stroked path(s) outlined with Inkscape"
639R,Waiting prohibited except for loading and unloading during the period and in the direction indicated,On-Street Parking,WAITING_PROHIBITED_EXCEPT_FOR_LOADING_AND_UNLOADING_DURING_THE_PERIOD__639R.svg,2750x1540 mm,639.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 2 stroked path(s) outlined with Inkscape"
804.3,Parking for motorised caravans or caravans drawn by motor vehicles,On-Street Parking,PARKING_FOR_MOTORISED_CARAVANS_OR_CARAVANS_DRAWN_BY_MOTOR_VEHICLES_804.3.svg,500x259 mm,804.3,500 mm (working drawing p804x3; alternatives 250/375/130/195/200/300)
804.1,Parking place for goods vehicles,On-Street Parking,PARKING_PLACE_FOR_GOODS_VEHICLES_804.1.svg,500x260 mm,804.1,500 mm (working drawing p804x1; alternatives 250/375/130/195/168/252)
804.2,Parking place for motor cars,On-Street Parking,PARKING_PLACE_FOR_MOTOR_CARS_804.2.svg,500x259 mm,804.2,500 mm (working drawing p804x2; alternatives 250/375/130/195/126/182/273)
661.1VC,"Free parking for motor cars only, with restrictions on length of waiting time and return period",On-Street Parking,FREE_PARKING_FOR_MOTOR_CARS_ONLY_WITH_RESTRICTIONS_ON_LENGTH_OF_WAITIN_661.1VC.svg,4105x4468 mm,661.1,"working drawing p661x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
661.1VM,"Free parking for motor cycles only, with restrictions on length of waiting time and return period",On-Street Parking,FREE_PARKING_FOR_MOTOR_CYCLES_ONLY_WITH_RESTRICTIONS_ON_LENGTH_OF_WAIT_661.1VM.svg,2690x2430 mm,661.1,"working drawing p661x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 2 stroked path(s) outlined with Inkscape"
661.1,"Free parking for all vehicles, with restrictions on length of waiting time and return period",On-Street Parking,FREE_PARKING_FOR_ALL_VEHICLES_WITH_RESTRICTIONS_ON_LENGTH_OF_WAITING_T_661.1.svg,3080x2240 mm,661.1,"working drawing p661x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 6 stroked path(s) outlined with Inkscape"
801,Parking place,On-Street Parking,PARKING_PLACE_801.svg,500x497 mm,801.0,500 mm (working drawing p801; alternatives 250/375/625/750/1000/250/625/750/1000); 1 stroked path(s) outlined with Inkscape; also in DfT category Information signs
804.4,Parking place for solo motor cycles,On-Street Parking,PARKING_PLACE_FOR_SOLO_MOTOR_CYCLES_804.4.svg,500x340 mm,804.4,500 mm (working drawing p804x4; alternatives 250/375/170/120/255/180/180/270)
661A,Parking place reserved for disabled badge holders,On-Street Parking,PARKING_PLACE_RESERVED_FOR_DISABLED_BADGE_HOLDERS_661A.svg,2730x2150 mm,661.01,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
660VD,Parking place reserved for doctor permit holders,On-Street Parking,PARKING_PLACE_RESERVED_FOR_DOCTOR_PERMIT_HOLDERS_660VD.svg,3664x2243 mm,660.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
661.2A,'Pay and display' ticket-regulated parking place,On-Street Parking,PAY_AND_DISPLAY_TICKET_REGULATED_PARKING_PLACE_661.2A.svg,2650x1900 mm,661.21,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 3 stroked path(s) outlined with Inkscape"
661.3A,Location of 'pay and display' ticket machine,On-Street Parking,LOCATION_OF_PAY_AND_DISPLAY_TICKET_MACHINE_661.3A.svg,3090x1660 mm,661.31,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 3 stroked path(s) outlined with Inkscape"
660,Parking place reserved for permit holders,On-Street Parking,PARKING_PLACE_RESERVED_FOR_PERMIT_HOLDERS_660.svg,3382x1779 mm,660.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
660.3,Parking place reserved for resident permit holders during the time period indicated,On-Street Parking,PARKING_PLACE_RESERVED_FOR_RESIDENT_PERMIT_HOLDERS_DURING_THE_TIME_PER_660.3.svg,2740x2580 mm,660.3,"working drawing p660x3 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 4 stroked path(s) outlined with Inkscape"
660VR,Parking place reserved for resident permit holders,On-Street Parking,PARKING_PLACE_RESERVED_FOR_RESIDENT_PERMIT_HOLDERS_660VR.svg,3689x2219 mm,660.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
660.5,Parking place reserved for voucher parking during the period indicated,On-Street Parking,PARKING_PLACE_RESERVED_FOR_VOUCHER_PARKING_DURING_THE_PERIOD_INDICATED_660.5.svg,3100x4550 mm,660.5,"working drawing p660x5 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 6 stroked path(s) outlined with Inkscape"
639.1B+660.6,"Waiting prohibited during the period indicated (upper panel), and parking place reserved for doctor permit holders during the periods indicated (lower panel)",On-Street Parking,WAITING_PROHIBITED_DURING_THE_PERIOD_INDICATED_UPPER_PANEL_AND_PARKING_639.1B+660.6.svg,2740x4320 mm,660.6,"working drawing p660x6 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 8 stroked path(s) outlined with Inkscape"
639.1B+660.7,"Waiting prohibited during the periods indicated (upper panel), loading prohibited during periods indicated (middle panel), and 'pay and display' ticket-regulated parking available during the period indicated with directions to ticket machine (Lower p",On-Street Parking,WAITING_PROHIBITED_DURING_THE_PERIODS_INDICATED_UPPER_PANEL_LOADING_PR_639.1B+660.7.svg,2850x5810 mm,660.7,"working drawing p660x7 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 12 stroked path(s) outlined with Inkscape"
639.1BV,"Waiting prohibited during the periods indicated (upper panel), and parking for all vehicles, with restrictions on length of waiting time and return period (lower panel)",On-Street Parking,WAITING_PROHIBITED_DURING_THE_PERIODS_INDICATED_UPPER_PANEL_AND_PARKIN_639.1BV.svg,3280x3540 mm,639.12,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 7 stroked path(s) outlined with Inkscape"
660.6V4T,Parking place for permit holders with limited waiting permitted by others at specified times,On-Street Parking,PARKING_PLACE_FOR_PERMIT_HOLDERS_WITH_LIMITED_WAITING_PERMITTED_BY_OTH_660.6V4T.svg,3200x6850 mm,660.6,"working drawing p660x6 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 11 stroked path(s) outlined with Inkscape"
660.6V1T,Parking place for permit holders with limited waiting permitted by others at specified times,On-Street Parking,PARKING_PLACE_FOR_PERMIT_HOLDERS_WITH_LIMITED_WAITING_PERMITTED_BY_OTH_660.6V1T.svg,3250x4240 mm,660.6,"working drawing p660x6 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 7 stroked path(s) outlined with Inkscape"
660.6V2T,Parking place for permit holders with limited waiting permitted by others at specified times,On-Street Parking,PARKING_PLACE_FOR_PERMIT_HOLDERS_WITH_LIMITED_WAITING_PERMITTED_BY_OTH_660.6V2T.svg,3280x5170 mm,660.6,"working drawing p660x6 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 9 stroked path(s) outlined with Inkscape"
667.2,End of area where vehicles may be parked partially on the verge or footway,On-Street Parking,END_OF_AREA_WHERE_VEHICLES_MAY_BE_PARKED_PARTIALLY_ON_THE_VERGE_OR_FOO_667.2.svg,1560x2400 mm,667.2,"working drawing p667x2 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
668.2,End of area where vehicles may be parked wholly on the verge or footway,On-Street Parking,END_OF_AREA_WHERE_VEHICLES_MAY_BE_PARKED_WHOLLY_ON_THE_VERGE_OR_FOOTWA_668.2.svg,1560x2400 mm,668.2,"working drawing p668x2 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
667.1A,Vehicles may be parked partially on the verge or footway in marked bays,On-Street Parking,VEHICLES_MAY_BE_PARKED_PARTIALLY_ON_THE_VERGE_OR_FOOTWAY_IN_MARKED_BAY_667.1A.svg,2130x1960 mm,667.1,"working drawing p667x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
667.1,Vehicles may be parked partially on the verge or footway during the period indicated,On-Street Parking,VEHICLES_MAY_BE_PARKED_PARTIALLY_ON_THE_VERGE_OR_FOOTWAY_DURING_THE_PE_667.1.svg,2880x2150 mm,667.1,"working drawing p667x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
667,Vehicles may be parked partially on the verge or footway,On-Street Parking,VEHICLES_MAY_BE_PARKED_PARTIALLY_ON_THE_VERGE_OR_FOOTWAY_667.svg,1560x2400 mm,667.0,"working drawing p667 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
668,Vehicles may be parked wholly on the verge or footway,On-Street Parking,VEHICLES_MAY_BE_PARKED_WHOLLY_ON_THE_VERGE_OR_FOOTWAY_668.svg,1560x2400 mm,668.0,"working drawing p668 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
660.4G,Bay reserved for loading and unloading by goods vehicles,On-Street Parking,BAY_RESERVED_FOR_LOADING_AND_UNLOADING_BY_GOODS_VEHICLES_660.4G.svg,4365x2740 mm,660.4,"working drawing p660x4 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
660.4GT,Bay reserved for loading and unloading by goods vehicles during the period indicated,On-Street Parking,BAY_RESERVED_FOR_LOADING_AND_UNLOADING_BY_GOODS_VEHICLES_DURING_THE_PE_660.4GT.svg,2610x2490 mm,660.4,"working drawing p660x4 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 4 stroked path(s) outlined with Inkscape"
939.1B+660.4GT,"Bay reserved for loading and unloading by goods vehicles during the period indicated, and waiting prohibited during the period indicated",On-Street Parking,BAY_RESERVED_FOR_LOADING_AND_UNLOADING_BY_GOODS_VEHICLES_DURING_THE_PE_939.1B+660.4GT.svg,2600x4680 mm,660.4,"working drawing p660x4 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 9 stroked path(s) outlined with Inkscape"
660.4,Bay reserved for loading and unloading,On-Street Parking,BAY_RESERVED_FOR_LOADING_AND_UNLOADING_660.4.svg,4313x1983 mm,660.4,"working drawing p660x4 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
663V1,Entrance to a controlled parking zone,On-Street Parking,ENTRANCE_TO_A_CONTROLLED_PARKING_ZONE_663V1.svg,4425x5138 mm,663.0,"working drawing p663 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
663,Entrance to a controlled parking zone in operation during the period indicated,On-Street Parking,ENTRANCE_TO_A_CONTROLLED_PARKING_ZONE_IN_OPERATION_DURING_THE_PERIOD_I_663.svg,4425x7510 mm,663.0,"working drawing p663 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
664,End of controlled or voucher parking zone,On-Street Parking,END_OF_CONTROLLED_OR_VOUCHER_PARKING_ZONE_664.svg,3259x5237 mm,664.0,"working drawing p664 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
663V2,"Entrance to a controlled parking zone, with loading and unloading prohibited",On-Street Parking,ENTRANCE_TO_A_CONTROLLED_PARKING_ZONE_WITH_LOADING_AND_UNLOADING_PROHI_663V2.svg,4425x5972 mm,663.0,"working drawing p663 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
663V3,Entrance to a disc and meter parking zone,On-Street Parking,ENTRANCE_TO_A_DISC_AND_METER_PARKING_ZONE_663V3.svg,4425x5857 mm,663.0,"working drawing p663 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
663V4,Entrance to a disc parking zone,On-Street Parking,ENTRANCE_TO_A_DISC_PARKING_ZONE_663V4.svg,4425x5122 mm,663.0,"working drawing p663 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
640.5,End of designated off-highway loading area in which waiting restriction apply,On-Street Parking,END_OF_DESIGNATED_OFF_HIGHWAY_LOADING_AREA_IN_WHICH_WAITING_RESTRICTIO_640.5.svg,3001x1456 mm,640.5,"working drawing p640x5 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
640.3,Entrance to a designated off-highway loading area in which waiting restrictions apply,On-Street Parking,ENTRANCE_TO_A_DESIGNATED_OFF_HIGHWAY_LOADING_AREA_IN_WHICH_WAITING_RES_640.3.svg,4049x3545 mm,640.3,"working drawing p640x3 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
640.4,Waiting prohibited in designated off-highway loading area during the period indicated except by permitted vehicles,On-Street Parking,WAITING_PROHIBITED_IN_DESIGNATED_OFF_HIGHWAY_LOADING_AREA_DURING_THE_P_640.4.svg,3937x2839 mm,640.4,"working drawing p640x4 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
663V5,Entrance to a meter parking zone,On-Street Parking,ENTRANCE_TO_A_METER_PARKING_ZONE_663V5.svg,4425x5122 mm,663.0,"working drawing p663 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
663V6,Entrance to a pay and display parking zone,On-Street Parking,ENTRANCE_TO_A_PAY_AND_DISPLAY_PARKING_ZONE_663V6.svg,4425x5857 mm,663.0,"working drawing p663 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
663V7,Entrance to a ticket parking zone,On-Street Parking,ENTRANCE_TO_A_TICKET_PARKING_ZONE_663V7.svg,4425x5122 mm,663.0,"working drawing p663 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
640.2A,Waiting by goods vehicles over a gross weight of 5T prohibited during the periods and in the direction indicated,On-Street Parking,WAITING_BY_GOODS_VEHICLES_OVER_A_GROSS_WEIGHT_OF_5T_PROHIBITED_DURING__640.2A.svg,47302x52079 mm,640.21,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
666,End of a controlled parking zone applying to goods vehicles over a gross weight of 5T,On-Street Parking,END_OF_A_CONTROLLED_PARKING_ZONE_APPLYING_TO_GOODS_VEHICLES_OVER_A_GRO_666.svg,16106x32886 mm,666.0,"working drawing p666 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
665,Entrance to a controlled parking zone applying to goods vehicles over a gross weight of 5T during the period indicated,On-Street Parking,ENTRANCE_TO_A_CONTROLLED_PARKING_ZONE_APPLYING_TO_GOODS_VEHICLES_OVER__665.svg,3548x8136 mm,665.0,"working drawing p665 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
666V,End of a controlled parking zone applying to goods vehicles over a gross weight of 7.5T,On-Street Parking,END_OF_A_CONTROLLED_PARKING_ZONE_APPLYING_TO_GOODS_VEHICLES_OVER_A_GRO_666V.svg,16106x32886 mm,666.0,"working drawing p666 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
665V,Entrance to a controlled parking zone applying to goods vehicles over a gross weight of 7.5T during the period indicated,On-Street Parking,ENTRANCE_TO_A_CONTROLLED_PARKING_ZONE_APPLYING_TO_GOODS_VEHICLES_OVER__665V.svg,3548x8136 mm,665.0,"working drawing p665 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
662,Disc zone parking place where the waiting period is limited and display of a disc is required,On-Street Parking,DISC_ZONE_PARKING_PLACE_WHERE_THE_WAITING_PERIOD_IS_LIMITED_AND_DISPLA_662.svg,4178x3875 mm,662.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
663.1,Entrance to voucher parking zone in operation during the period indicated,On-Street Parking,ENTRANCE_TO_VOUCHER_PARKING_ZONE_IN_OPERATION_DURING_THE_PERIOD_INDICA_663.1.svg,5000x7820 mm,663.1,"working drawing p663x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
642,No stopping on main carriageway,On-Street Parking,NO_STOPPING_ON_MAIN_CARRIAGEWAY_642.svg,600x600 mm,642.0,600 mm (working drawing p642; alternatives 300/450/750/900/1200)
