code,file,drawn_size_mm,legend,check,intervene,notes
R6-100-Q01,Regulatory Signs/WHEELED_DEVICES_AND_TOYS_PROHIBITED_WHITE_SQUARE_R6-100-Q01.svg,600x600,WHEELED RECREATIONAL DEVICES AND WHEELED TOYS PROHIBITED (symbol),ok,,"symbol:qld_r6-100-q01_skaters TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R6-100-Q01 'Wheeled recreational devices and wheeled toys prohibited' (2025). Size B 600 x 600 generated (A 450, C 750 also tabled): r 60, unbordered white, margin b 6, r1 293 / r2 244, slash f 50, gap e 25; symbol box c 227 left and d 306 right of the centre line, g 273 above and below (533 x 546 in the table; the figures run under the ring, which is drawn over the symbol, so the visible ink is placed where the sheet draws it: ink extent measured after removing hairlines, x 162.7, y 97.9, 373.7 x 408.1). Prohibition sign per the sheet's detail: red annulus r1 outside / r2 inside centred on the sign, the black symbol traced from the sheet (black layer only), a white gap e each side of the red slash f wide at 45 degrees from upper-RIGHT to lower-LEFT on this sheet (measured on the drawing; the No motorcycles / No vehicles sheets slope the other way) (drawn as a white slash f + 2e wide inside the ring under the red slash), the slashes are rectangles whose corners lie on their circle (ends within the ring band). Figures traced from the sheet (tools/symbols/qld_r6-100-q01_skaters.svg). Red and black on white. 2026-09-09: symbol replaced by the sheet PDF's own vector path (pymupdf get_drawings, scratch vec2sym.py: the sheet draws the symbol as a complete filled path with the white slash gap laid over it, so the extracted path has no cut), exact geometry, no potrace; box = the path's extent on the sheet's sign in mm. The two vector figures span x 128.4-531.9, y 93.2-506.6 on the sheet's sign (the left skateboard's tail runs under the red ring, which is drawn over it); the earlier 373.7 x 408.1 box was the extent after the sheet's slash cut. panel_px re-measured from the ring's pixels ([600, 247, 1072, 719] -> [625, 248, 1097, 721])."
R6-100-Q03-2,Regulatory Signs/PERSONAL_MOBILITY_DEVICES_PROHIBITED_WHITE_TALL_R6-100-Q03-2.svg,600x1100,PERSONAL MOBILITY DEVICES PROHIBITED (symbol),ok,,"symbol:qld_r6-100-q03_escooter TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R6-100-Q03_2 'Personal mobility devices prohibited' (2025; page 1 is the 300 square symbol-only sign). Size B 600 x 1100 generated (A 450 x 825 also tabled): r 50, unbordered white. Chain c 6 / d 588 (red annulus r1 294 / r2 244, centre (300, 300)) / e 34 / f 80C / g 40 / f / g / f / g / f / h 32 = 1100: PERSONAL / MOBILITY / DEVICES / PROHIBITED cap tops 628, 748, 868, 988. Slash p 52 at 45 degrees, white gap o 26. Prohibition sign per the sheet's detail: red annulus r1 outside / r2 inside centred on the sign, the black symbol traced from the sheet (black layer only), a white gap e each side of the red slash f wide at 45 degrees from upper-left to lower-right (drawn as a white slash f + 2e wide inside the ring under the red slash), the slashes are rectangles whose corners lie on their circle (ends within the ring band). Symbol box k 177 left / m 183 right of the centre line in the table (n 144 below); the drawn e-scooter's ink measured on the sheet at x 122, y 82.6, 358.5 x 359.7 is used (tools/symbols/qld_r6-100-q03_escooter.svg). Red and black on white."
TC1838(L),Regulatory Signs/PEDESTRIAN_DIRECTION_LEFT_WHITE_TALL_TC1838(L).svg,600x800,"(pedestrian, arrow LEFT)",ok,,"symbol:qld_tc1838_arrow symbol:qld_tc1838_pedestrian TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC1838 'Pedestrian direction' regulatory sign (2010/2019), left direction option drawn (arrow up-left), right option mirrored: hands (L) / (R). Size B 600 x 800 generated (A 450 x 600, C 750 x 1000 also tabled): r 60, c 5 / d 15 (edge 5 + border 10). Chain e 60 / h 420 (pedestrian) / g 70 / f 190 (arrow) / e 60 = 800: pedestrian 60-480, arrow 550-740, both centred. The symbols are on the sheet's grid insets without dimensions beyond their heights: traced from the sheet (tools/symbols/qld_tc1838_pedestrian.svg 219 wide, qld_tc1838_arrow.svg 190 wide, widths measured on the drawing). Black on white."
TC1838(R),Regulatory Signs/PEDESTRIAN_DIRECTION_RIGHT_WHITE_TALL_TC1838(R).svg,600x800,"(pedestrian, arrow RIGHT)",ok,,"symbol:qld_tc1838_arrow symbol:qld_tc1838_pedestrian TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC1838 'Pedestrian direction' regulatory sign (2010/2019), left direction option drawn (arrow up-left), right option mirrored: hands (L) / (R). Size B 600 x 800 generated (A 450 x 600, C 750 x 1000 also tabled): r 60, c 5 / d 15 (edge 5 + border 10). Chain e 60 / h 420 (pedestrian) / g 70 / f 190 (arrow) / e 60 = 800: pedestrian 60-480, arrow 550-740, both centred. The symbols are on the sheet's grid insets without dimensions beyond their heights: traced from the sheet (tools/symbols/qld_tc1838_pedestrian.svg 219 wide, qld_tc1838_arrow.svg 190 wide, widths measured on the drawing). Black on white."
TC2247,Regulatory Signs/NO_CARAVANS_WHITE_SQUARE_TC2247.svg,600x600,NO CARAVANS (symbol),ok,,"symbol:qld_tc2247_caravan TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC2247 'No caravans' regulatory sign (2017). Size B 600 x 600 generated (A 450, C 750 also tabled): r 60, unbordered white, margin b 6 (annulus outer dia 588), r1 294 / r2 244, slash f 50, gap e 25, symbol box 2c 420 x 2d 260 (the drawn caravan's ink measured at x 122, y 173, 419.5 x 258: centred 32 right of the centre line, as drawn). Prohibition sign per the sheet's detail: red annulus r1 outside / r2 inside centred on the sign, the black symbol traced from the sheet (black layer only), a white gap e each side of the red slash f wide at 45 degrees from upper-RIGHT to lower-LEFT on this sheet (measured on the drawing; the No motorcycles / No vehicles sheets slope the other way) (drawn as a white slash f + 2e wide inside the ring under the red slash), the slashes are rectangles whose corners lie on their circle (ends within the ring band). Caravan traced from the sheet (tools/symbols/qld_tc2247_caravan.svg). Red and black on white. 2026-09-09: symbol replaced by the sheet PDF's own vector path (pymupdf get_drawings, scratch vec2sym.py: the sheet draws the symbol as a complete filled path with the white slash gap laid over it, so the extracted path has no cut), exact geometry, no potrace; box = the path's extent on the sheet's sign in mm. The vector caravan measures 422.6 x 262.1 on the sheet (table 2c 420 x 2d 260) and sits at x 90.1 (centred, as the table's c / c and the detail place it; the earlier ink measurement 122 was the cut symbol), y 167.7. panel_px re-measured from the ring's pixels ([600, 247, 1072, 719] -> [625, 248, 1097, 721])."
R1-2-Q01-2,,,GIVE WAY - CANE TRAMS ONLY (application),"SKIPPED: page 2 of R1-2-Q01: application layout at a cane railway crossing, not a sign face",,
R2-4-Q01-1,,,ROAD CLOSED - NO ENTRY (LED),"SKIPPED: electronic LED sign (black background, LED red annulus and LED white legend, rows of LEDs per MRTS206): not a static sign face for the library; the static ROAD CLOSED / NO ENTRY faces are the national TM2-4 / R2-4",,
R2-4-Q01-2,,,ROAD CLOSED - NO ENTRY (LED),"SKIPPED: electronic LED sign (black background, LED red annulus and LED white legend, rows of LEDs per MRTS206): not a static sign face for the library; the static ROAD CLOSED / NO ENTRY faces are the national TM2-4 / R2-4",,
R2-4-Q01-3,,,ROAD CLOSED - NO ENTRY (LED),"SKIPPED: electronic LED sign (black background, LED red annulus and LED white legend, rows of LEDs per MRTS206): not a static sign face for the library; the static ROAD CLOSED / NO ENTRY faces are the national TM2-4 / R2-4",,
R2-4-Q01-4,,,ROAD CLOSED - NO ENTRY (LED),"SKIPPED: electronic LED sign (black background, LED red annulus and LED white legend, rows of LEDs per MRTS206): not a static sign face for the library; the static ROAD CLOSED / NO ENTRY faces are the national TM2-4 / R2-4",,
R3-3-Q01,,,CHILDREN CROSSING flag,"SKIPPED: regulatory flag and fittings drawing (tube, dowel, plate details; the flag itself is the national R3-3)",,
R4-040-Q01_2,,,SCHOOL ZONE times of operation details,"SKIPPED: detail sheet: typical school-time set-out options for the R4-040-Q01 school zone sign, not a sign",,
R4-040-Q02_3,,,SCHOOL ZONE times of operation details,"SKIPPED: detail sheet: time set-out options for R4-040-Q02, not a sign",,
R4-040-Q03_3,,,ENHANCED SCHOOL ZONE times of operation details,"SKIPPED: detail sheet: time set-out options for R4-040-Q03, not a sign",,
R4-040-Q07-8,,,TOWNSHIP ENTRY TREATMENT examples,"SKIPPED: page 8 of R4-040-Q07: examples of the township entry signs, not a sign",,
R5-Q07-1,,,ELECTRIC VEHICLES CHARGING STATION pavement symbol,"SKIPPED: pavement symbol (G13 emerald green bay marking), not a sign; belongs with the pavement-marking work",,
R5-Q07-2,,,ELECTRIC VEHICLES CHARGING STATION pavement symbol,"SKIPPED: pavement symbol layout in the parking bay, not a sign",,
R6-Q03-2,,,BUSWAY SIGNS typical layout,"SKIPPED: typical busway signing layout, not a sign",,
R6-Q03-3,,,BUSWAY SIGNS typical layout with advance warning,"SKIPPED: typical busway signing layout, not a sign",,
R7-3-Q01-2,,,RIGHT / LEFT 2 LANES sign combinations,"SKIPPED: page 2 of R7-3-Q01: examples of sign combinations, not a sign",,
RX-11-Q01,,,ACTIVE EARLY WARNING SIGN assembly,"SKIPPED: railway crossing advance warning assembly (national W7-4C, W8-27B, W3-1B with flashing lights and solar panel), not a sign face",,
RX-5-Q01,,,ACTIVE TRACKSIDE ROAD SIGN assembly,"SKIPPED: railway crossing assembly (national R6-25B, W7-2-2A, R6-9, G9-48B, R1-1B with flashing lights and solar panel), not a sign face",,
TC1670,,,ENTERTAINMENT ZONE,"SKIPPED: legend in Helvetica bold condensed 15% per the sheet's notes, not AS 1744 lettering; cannot be generated with the AS 1744 fonts",,
TC1936,,,CHANGEABLE REGULATORY SIGN BACKBOARD (LHS),"SKIPPED: changeable sign assembly (backboard with a hinged panel, security holes) over four pages, not a static sign face",,
TC2085,,,LED STOP/SLOW HAND BANNER,"SKIPPED: LED hand banner (LED ring, aluminium disc on a handle): traffic controller device, not a static sign face; TC1568-style static STOP/SLOW banners are R6-8-Q01 / R6-Q02",,
TC2204,,,ROAD CLOSED - NO ENTRY (LED),"SKIPPED: electronic LED sign (black background, LED red annulus and LED white legend, rows of LEDs per MRTS206): not a static sign face for the library; the static ROAD CLOSED / NO ENTRY faces are the national TM2-4 / R2-4",,
TC2220,,,ENTERTAINMENT ZONE (LED variable speed),SKIPPED: electronic variable speed limit sign with LED annulus and numerals and a target board; not a static sign face,,
TC2260,,,ROAD CLOSED - NO ENTRY (LED),"SKIPPED: electronic LED sign (black background, LED red annulus and LED white legend, rows of LEDs per MRTS206): not a static sign face for the library; the static ROAD CLOSED / NO ENTRY faces are the national TM2-4 / R2-4",,
TC9472,,,CHILDREN CROSSING flag,SKIPPED: regulatory flag and fittings drawing (same as R3-3-Q01; the flag itself is the national R3-3),,
R1-2-Q01-1,Regulatory Signs/GIVE_WAY_CANE_TRAMS_ONLY_WHITE_TALL_R1-2-Q01-1.svg,1000x1200,GIVE WAY (R1-2) CANE TRAMS ONLY,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R1-2-Q01_1 'Give way - cane trams only' cane railway crossing sign (1999/2023; page 2 is the application layout). Size A 1000 x 1200 generated (B 1300 x 1600, C 1600 x 2000 also tabled): r 100, c 15 / d 45 (edge 15 + border 30). Vertical chain e 80 / [R1-2 inset] / g 45 / f 120C CANE TRAMS / g 45 / f 120C ONLY / e 80 = 1200: the R1-2 inset's height is not tabled and follows by difference, 1200 - 80 - 45 - 120 - 45 - 120 - 80 = 710 (the sheet draws it 711 tall x 821 wide, measured from the sheet's vector paths, i.e. equilateral, top at 80 as e says); its internal geometry is the national R1-2 (tools/specs/R/R1-2.json: white edge 20, red border 75, R40, GIVE 100E top 135, WAY 80D top 270 at the 750 height) scaled by 710/750 (edge 19, border 71, R38, GIVE 95E top 208, WAY 76D top 336), drawn as three polygons centred at x 500 (sides 90 from the sign edge). CANE TRAMS cap top 835, ONLY 1000; word gap CANE-TRAMS 59 measured from the sheet (its line is 803 wide; AS 1744 C gives 806). Black on white, red R1-2 border."
R4-040-Q01-1,Speed Signs/Normal Speed Signs/SCHOOL_ZONE_40_SCHOOL_DAYS_ORANGE_TALL_R4-040-Q01-1.svg,600x1550,SCHOOL ZONE 40 7-9 AM 2-4 PM SCHOOL DAYS,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q01_1 'School zone speed limit' (2025; page 2 = time set-out options, page 3 = the SEQ times overlay). Size A generated (target board a1 600 x b1 1550, r3 100, fluorescent orange edge strip c1 75 all round; the white sign a 450 x b 1400, r 45; B 800 x 2100 / 600 x 1900 and C 1200 x 3100 / 900 x 2800 also tabled). Sections c 300 (school zone plate) / d 500 (speed) / e 600 (times and SCHOOL DAYS) = 1400. Plate: f 4 white gap from the sign edge, black border g 12, fluorescent yellow-green inside, r 45 (sign coordinates y 4-300, x 4-446); chain f 4 / k 50 / m 75D SCHOOL / n 46 / m 75D ZONE / k 50 = 300 (k includes the 12 border): SCHOOL cap top 54, ZONE 175. Speed: o 150 / p 200D / o 150 = 500: numerals cap top 450, red annulus r2 220 outside / r1 185 inside centred (225, 550). Times panel: black border g 12, y 800-1396 (the white gap f 4 only below it, as the sheet's vectors draw it), r 45. Chain q 325 (times block) / s 40 / t 75D SCHOOL / s 40 / t 75D DAYS / u 45 = 600: SCHOOL cap top 1165, DAYS 1280. Times block per page 3 of R4-040-Q01 (R4-040-Q01_3 = R4-040-Q02_4, the 400 x 330 overlay 'to be used for all school zone speed limit signs in South East Queensland', option 1 of the set-out page, whole hours): 7 - 9 AM / 2 - 4 PM, numerals f 120C, AM/PM d 45D on the numerals' baseline, rows e 75 + d 45 = 120 with g 40 between, c 25 above (numeral cap tops 825 and 985); horizontal k 24 / m 110 (first numeral, left-aligned) / n 30 (the dash) / o 42 / p 170 (second numeral + AM) / k 24 = 400, the block centred in the 450 sign (x 25-425): first numeral ink at x 49, dash a 30 x 8 bar at x 159-189 centred on the cap mid-height (its thickness and height measured from the sheet), second numeral at 231, AM/PM ink ending at 401; run gaps computed from the AS 1744 ink widths (7 / 9 / 2 = 67.2, 4 = 74.4, AM 80.1, PM 72.5). DISAGREEMENT: page 1 tables the AM/PM as w 60C with an x 45D (the '30' of the half-hour options); the overlay page's 45D AM/PM is used because it is the dimensioned whole-hour layout. Times are 'insert appropriate value': the SEQ standard 7-9 AM / 2-4 PM is generated; other times and the half-hour options are not. Speed 'insert appropriate' (40 shown): 40 generated with 60 and 80, the school zone limits used in Queensland (Russell: the variants that make sense, not every value). Colours: fluorescent orange (drawn as the pack's orange), fluorescent yellow-green, red, white, black. All elements offset (75, 75) for the target board."
